stnid,X,Y,effort,AGRI_GYRATE500M,AGRI_GYRATE_1KM,AGRI_GYRATE_2KM,AGRI_GYRATE_4KM,AGRI_GYRATE_8KM,AGRI_GYRATE_16KM,AGRI_GYRATE_32KM,AGRI_PD500M,AGRI_PD_1KM,AGRI_PD_2KM,AGRI_PD_4KM,AGRI_PD_8KM,AGRI_PD_16KM,AGRI_PD_32KM,AGRI_PL500M,AGRI_PLAND_1KM,AGRI_PLAND_2KM,AGRI_PLAND_4KM,AGRI_PLAND_8KM,AGRI_PLAND_16KM,AGRI_PLAND_32KM,BARE_GYRATE500M,BARE_GYRATE_1KM,BARE_GYRATE_2KM,BARE_GYRATE_4KM,BARE_GYRATE_8KM,BARE_GYRATE_16KM,BARE_GYRATE_32KM,BARE_PD500M,BARE_PD_1KM,BARE_PD_2KM,BARE_PD_4KM,BARE_PD_8KM,BARE_PD_16KM,BARE_PD_32KM,BARE_PL500M,BARE_PLAND_1KM,BARE_PLAND_2KM,BARE_PLAND_4KM,BARE_PLAND_8KM,BARE_PLAND_16KM,BARE_PLAND_32KM,BLF_GYRATE_500m,BLF_GYRATE_1km,BLF_GYRATE_2km,BLF_GYRATE_4km,BLF_GYRATE_8km,BLF_GYRATE_16km,BLF_GYRATE_32km,BLF_PD_500m,BLF_PD_1km,BLF_PD_2km,BLF_PD_4km,BLF_PD_8km,BLF_PD_16km,BLF_PD_32km,BLF_PLAND_500m,BLF_PLAND_1km,BLF_PLAND_2km,BLF_PLAND_4km,BLF_PLAND_8km,BLF_PLAND_16km,BLF_PLAND_32km,BUILTUP_GYR_500m,BUILTUP_GYR_1km,BUILTUP_GYR_2km,BUILTUP_GYR_4km,BUILTUP_GYR_8km,BUILTUP_GYR_16km,BUILTUP_GYR_32km,BUILTUP_PD_500m,BUILTUP_PD_1km,BUILTUP_PD_2km,BUILTUP_PD_4km,BUILTUP_PD_8km,BUILTUP_PD_16km,BUILTUP_PD_32km,BUILTUP_PLAND_500m,BUILTUP_PLAND_1km,BUILTUP_PLAND_2km,BUILTUP_PLAND_4km,BUILTUP_PLAND_8km,BUILTUP_PLAND_16km,BUILTUP_PLAND_32km,CONIFER_GYRATE50,CONIFER_GYRATE_1,CONIFER_GYRATE_2,CONIFER_GYRATE_4,CONIFER_GYRATE_8,CONIFER_GYRATE_1,CONIFER_GYRATE_3,CONIFER_PD500M,CONIFER_PD_1KM,CONIFER_PD_2KM,CONIFER_PD_4KM,CONIFER_PD_8KM,CONIFER_PD_16KM,CONIFER_PD_32KM,CONIFER_PL500M,CONIFER_PLAND_1K,CONIFER_PLAND_2K,CONIFER_PLAND_4K,CONIFER_PLAND_8K,CONIFER_PLAND_16,CONIFER_PLAND_32,MEADOW_GYRATE500,MEADOW_GYRATE_1K,MEADOW_GYRATE_2K,MEADOW_GYRATE_4K,MEADOW_GYRATE_8K,MEADOW_GYRATE_16,MEADOW_GYRATE_32,MEADOW_PD500M,MEADOW_PD_1KM,MEADOW_PD_2KM,MEADOW_PD_4KM,MEADOW_PD_8KM,MEADOW_PD_16KM,MEADOW_PD_32KM,MEADOW_PL500M,MEADOW_PLAND_1KM,MEADOW_PLAND_2KM,MEADOW_PLAND_4KM,MEADOW_PLAND_8KM,MEADOW_PLAND_16K,MEADOW_PLAND_32K,SNOW_GYRATE500M,SNOW_GYRATE_1KM,SNOW_GYRATE_2KM,SNOW_GYRATE_4KM,SNOW_GYRATE_8KM,SNOW_GYRATE_16KM,SNOW_GYRATE_32KM,SNOW_PD500M,SNOW_PD_1KM,SNOW_PD_2KM,SNOW_PD_4KM,SNOW_PD_8KM,SNOW_PD_16KM,SNOW_PD_32KM,SNOW_PL500M,SNOW_PLAND_1KM,SNOW_PLAND_2KM,SNOW_PLAND_4KM,SNOW_PLAND_8KM,SNOW_PLAND_16KM,SNOW_PLAND_32KM,LC_CWED_500m,LC_CWED_1km,LC_CWED_2km,LC_CWED_4km,LC_CWED_8km,LC_CWED_16km,LC_CWED_32km,LC_GYRATE_500m,LC_GYRATE_1km,LC_GYRATE_2km,LC_GYRATE_4km,LC_GYRATE_8km,LC_GYRATE_16km,LC_GYRATE_32km,LC_PD_500m,LC_PD_1km,LC_PD_2km,LC_PD_4km,LC_PD_8km,LC_PD_16km,LC_PD_32km,TCALL_PLAND_500m,TCALL_PLAND_1km,TCALL_PLAND_2km,TCALL_PLAND_4km,TCALL_PLAND_8km,TCALL_PLAND_16km,TCALL_PLAND_32km,TCALL_GYR_500M,TCALL_GYR_1km,TCALL_GYR_2km,TCALL_GYR_4km,TCALL_GYR_8km,tcaGY_16KM,tcaGY_32KM,TCALL_PD_500m,TCALL_PD_1km,TCALL_PD_2km,TCALL_PD_4km,TCALL_PD_8km,tcaPD_16KM,tcaPD_32KM,TCALL_CWED_500m,TCALL_CWED_1km,TCALL_CWED_2km,TCALL_CWED_4km,TCALL_CWED_8km,tcaCW_16KM,tcaCW_32KM,TC_CL1_GYRATE_500m,TC_CL1_GYRATE_1km,TC_CL1_GYRATE_2km,TC_CL1_GYRATE_4km,TC_CL1_GYRATE_8km,TC_CL1_GYRATE_16km,TC_CL1_GYRATE_32km,TC_CL1_PD_500m,TC_CL1_PD_1km,TC_CL1_PD_2km,TC_CL1_PD_4km,TC_CL1_PD_8km,TC_CL1_PD_16km,TC_CL1_PD_32km,TC_CL1_PLAND_500m,TC_CL1_PLAND_1km,TC_CL1_PLAND_2km,TC_CL1_PLAND_4km,TC_CL1_PLAND_8km,TC_CL1_PLAND_16km,TC_CL1_PLAND_32km,TC_CL2_GYRATE_500m,TC_CL2_GYRATE_1km,TC_CL2_GYRATE_2km,TC_CL2_GYRATE_4km,TC_CL2_GYRATE_8km,TC_CL2_GYRATE_16km,TC_CL2_GYRATE_32km,TC_CL2_PD_500m,TC_CL2_PD_1km,TC_CL2_PD_2km,TC_CL2_PD_4km,TC_CL2_PD_8km,TC_CL2_PD_16km,TC_CL2_PD_32km,TC_CL2_PLAND_500m,TC_CL2_PLAND_1km,TC_CL2_PLAND_2km,TC_CL2_PLAND_4km,TC_CL2_PLAND_8km,TC_CL2_PLAND_16km,TC_CL2_PLAND_32km,TC_CL3_GYRATE_500m,TC_CL3_GYRATE_1km,TC_CL3_GYRATE_2km,TC_CL3_GYRATE_4km,TC_CL3_GYRATE_8km,TC_CL3_GYRATE_16km,TC_CL3_GYRATE_32km,TC_CL3_PD_500m,TC_CL3_PD_1km,TC_CL3_PD_2km,TC_CL3_PD_4km,TC_CL3_PD_8km,TC_CL3_PD_16km,TC_CL3_PD_32km,TC_CL3_PLAND_500m,TC_CL3_PLAND_1km,TC_CL3_PLAND_2km,TC_CL3_PLAND_4km,TC_CL3_PLAND_8km,TC_CL3_PLAND_16km,TC_CL3_PLAND_32km,bcFM_500M,bcFM_1KM,bcFM_2KM,bcFM_4KM,bcFM_8KM,bcFM_16KM,bcFM_32KM,ctiFM_500M,ctiFM_1KM,ctiFM_2KM,ctiFM_4KM,ctiFM_8KM,ctiFM_16KM,ctiFM_32KM,demFM_500M,demFM_1KM,demFM_2KM,demFM_4KM,demFM_8KM,demFM_16KM,demFM_32KM,paFM_500M,paFM_1KM,paFM_2KM,paFM_4KM,paFM_8KM,paFM_16KM,paFM_32KM,rivFM_500M,rivFM_1KM,rivFM_2KM,rivFM_4KM,rivFM_8KM,rivFM_16KM,rivFM_32KM,roaFM_500M,roaFM_1KM,roaFM_2KM,roaFM_4KM,roaFM_8KM,roaFM_16KM,roaFM_32KM,rouFM_500M,rouFM_1KM,rouFM_2KM,rouFM_4KM,rouFM_8KM,rouFM_16KM,rouFM_32KM,setden_500M,setden_1KM,setden_2KM,setden_4KM,setden_8KM,setden_16KM,setden_32KM,sloposFM_500M,sloposFM_1KM,sloposFM_2KM,sloposFM_4KM,sloposFM_8KM,sloposFM_16KM,sloposFM_32KM
1,159371.057,2992479.529,135,0,0,0,105.3376694,261.2532349,826.0862427,6851.779785,0,0,0,0.020315418,0.243734866,0.579733074,0.393278778,0,0,0,0.164554879,1.90021801,9.884636879,17.80931664,0,0,0,0,203.2449036,146.9468689,383.9989319,0,0,0,0,0.035544667,0.14807035,0.087637857,0,0,0,0,0.238555506,0.559028327,0.516358495,305.2602539,657.2562256,1318.536865,2621.707764,5235.404297,10136.36816,18254.18945,1.524157882,0.327471584,0.081382193,0.040630836,0.015233429,0.124228515,0.113523774,100,100,100,98.53546143,95.87874603,84.29130554,65.75765228,0,0,0,0,45,195.6485901,275.4754639,0,0,0,0,0.00507781,0.027606336,0.022143373,0,0,0,0,0.004113026,0.145347357,0.143489063,0,0,0,0,56.75417328,283.5773926,3555.535645,0,0,0,0,0.02031124,0.017567668,0.10323178,0,0,0,0,0.028791182,0.17380698,9.738814354,0,0,0,258.7904053,237.3227234,236.5796661,1117.783081,0,0,0,0.101577088,0.33513546,0.939870238,0.590385973,0,0,0,1.184795141,1.591741085,3.830868483,5.151206493,0,0,0,55.91450119,97.55142212,97.55142212,176.0972137,0,0,0,0.060946252,0.066011526,0.016312836,0.015905803,0,0,0,0.115188412,0.193312213,0.04777151,0.061639667,0,0,0,1.599839091,6.562561512,17.15763664,19.55610847,305.2602539,657.2562256,1318.536865,2586.615723,5029.274414,13635.33691,8641.292969,1.524157882,0.327471584,0.081382193,0.223469585,0.776904881,1.436512351,2.026556015,2.946902752,2.814323664,2.808833122,2.765838385,2.786556721,2.589533329,2.296020031,292.3170471,563.4743042,1161.08667,2233.296143,4569.046875,7817.6,12442.0012,6.096631527,6.876903534,6.429193497,6.175886631,5.489112377,6.1738,6.6907,10.28806591,24.46212769,26.16641045,27.75949478,24.38567352,31.3016,35.4357,0,92.36723328,147.6138,209.4330139,306.0030212,1885.603638,8025.959473,0,1.63735795,2.115936995,2.173749685,1.853400588,1.764295816,1.686638951,0,5.570291996,5.800922871,8.096099854,7.720149517,16.82980156,30.5336132,52.82445908,74.10131073,90.44716644,109.6791611,95.57394409,95.6940918,121.6649857,4.572473526,4.584602356,4.069109917,3.839613914,3.483377457,4.045583248,4.322947979,5.309734493,7.427055389,7.514832169,7.223959267,5.952908099,7.175528258,9.209067345,308.0731201,635.4124146,1321.724365,2607.95752,5260.163086,9880.742188,16563.16016,1.524157882,0.654943168,0.244146585,0.162523344,0.152334288,0.363901705,0.687068343,94.69026327,87.00265288,86.68424487,84.67994332,86.35137677,75.88889599,60.19365788,0,0,0,0,0,0,0,8.1674,7.7661,7.6464,7.6982,7.8068,7.9795,8.449,2568.3274,2595.4749,2519.5366,2395.5696,2044.75,1488.8448,1516.4143,0,0,0,0,0,0,0.078882262,0,0,0.003955175,0.008063189,0.009056148,0.0224474,0.019416012,0,0,0,0,0.003018716,0.023874866,0.019747566,11543.26367,36452.18359,166999.8125,335357.7813,397494,533587.25,1179798.75,0,0,0,0.039788734,0.716197252,5.525660515,3.614868879,-20.3274,-47.4749,28.4634,152.4304,503.25,1059.1552,1031.5857
2,152118.5483,2988854.963,108,0,0,133.7990112,334.6230469,553.3682251,4143.375977,7675.126953,0,0,0.244146585,0.832932115,0.914005756,0.501933396,0.362090945,0,0,0.988793671,8.046733856,14.74108505,23.46191025,23.0390873,0,0,0,143.927475,145.2029724,143.595932,228.029007,0,0,0,0.060946252,0.126945242,0.06148684,0.072667688,0,0,0,0.213921338,0.707440436,0.272399247,0.354680687,305.2602539,657.2562256,1311.440186,2533.855225,4903.970215,8732.005859,17747.15234,1.524157882,0.327471584,0.081382193,0.182838753,0.208190203,0.175676689,0.108845592,100,100,98.48384857,89.41912079,79.35260773,68.62733459,64.41168213,0,0,0,0,55.28490448,222.09729,343.8547363,0,0,0,0,0.025389049,0.030116003,0.019960223,0,0,0,0,0.032904208,0.205315858,0.191234529,0,0,0,0,114.5936813,524.0209351,2181.589844,0,0,0,0,0.00507781,0.042664338,0.092627913,0,0,0,0,0.028791182,1.956599116,7.449557781,0,0,62.22123337,120.3832169,215.1497192,698.3842163,910.6991577,0,0,0.325528771,0.812616706,1.025717616,0.642474711,0.493079901,0,0,0.527356625,1.99111402,3.932052851,4.276058197,3.840100527,0,0,0,0,0,97.55142212,87.74157715,0,0,0,0,0,0.016312836,0.006549448,0,0,0,0,0,0.04777151,0.016420403,0,0,3.753753662,17.43824577,26.33479118,16.21739388,20.09876251,305.2602539,657.2562256,1293.207886,2295.748535,3985.925049,13402.8877,7010.673828,1.524157882,0.327471584,0.651057541,1.990910888,2.5693717,1.255622864,1.642577052,2.778761148,2.604774475,2.701384306,2.593220234,2.414328814,2.258552313,2.230000734,265.3209534,474.6815796,1093.537964,1943.608276,3323.573975,7061.0838,13405.5588,12.19326305,10.80656242,9.358952522,8.512159348,7.784282684,6.4235,6.1986,41.83813477,45.90333176,39.73485565,38.34128571,41.16453552,33.6315,32.6257,45,156.8929596,152.917099,420.90448,1630.048706,6670.703613,11196.54688,4.572473526,2.619772673,3.0111413,2.539427042,1.904178739,1.371532917,1.436824203,4.938271523,12.73209572,9.887936592,15.43524742,23.83909798,32.51715088,34.04378891,55.65120697,82.20050812,80.73826599,87.4957962,105.6526337,121.2270432,130.2141876,6.096631527,7.20437479,6.185046673,5.485162735,5.143821239,4.222514629,4.048494816,11.50442511,14.05835599,10.08569524,9.807470441,10.34815833,9.126732498,8.836197853,298.8776855,605.3168945,1337.402466,2501.508057,4442.188477,8340.905273,16779.58008,1.524157882,0.982414782,0.162764385,0.487570018,0.736282408,0.829444945,0.71700865,83.18583965,73.209548,80.02637029,74.75728393,65.54236412,58.36424232,57.08006024,0,0,0,0,0,0,0,7.2882,7.5855,7.7003,7.8247,8.0762,8.5372,8.7192,1542.1062,1505.1115,1449.4963,1318.2871,1165.0134,1206.8528,1243.1093,0,0,0,0,0,0,0.078475356,0,0,0,0.014645385,0.032199636,0.019853836,0.021779591,0,0,0,0.011025177,0.0311129,0.036892951,0.021179277,19648.12891,50995.60547,102164.6484,230366.0469,412846.5,724766.625,972831.375,1.273239493,0.318309873,0.079577468,3.461620092,7.599648476,5.5045228,3.294072151,30.8938,67.8885,123.5037,254.7129,407.9866,366.1472,329.8907
3,150074.3461,2992661.191,108,0,0,96.11955261,347.7628784,444.7724304,2836.425781,6216.175781,0,0,0.406910986,0.954824626,0.898772359,0.538323581,0.33963567,0,0,1.450230718,9.297350883,9.887714386,18.22838783,19.23258591,0,0,0,0,110.176178,130.4971619,228.6330719,0,0,0,0,0.08124496,0.06148684,0.064246967,0,0,0,0,0.259120643,0.221578494,0.291020066,305.2602539,657.0967407,1311.845093,2576.182129,5127.379883,9528.976563,17588.06445,1.524157882,0.327471584,0.081382193,0.162523344,0.172645539,0.158109009,0.111964382,100,99.46949768,98.4179306,89.28747559,86.55451965,74.50525665,63.00281143,0,0,0,0,56.25,232.193573,336.3108826,0,0,0,0,0.01015562,0.026351502,0.018400831,0,0,0,0,0.016452104,0.151445851,0.174308896,0,0,0,0,0,553.6934814,4821.564453,0,0,0,0,0,0.057722338,0.105103053,0,0,0,0,0,2.172079086,12.21425343,0,45,45,115.7241592,161.293396,590.4503784,1269.900391,0,0.327471584,0.081382193,0.507885456,0.807371736,0.665061712,0.487466097,0,0.530503988,0.131839156,1.086062193,2.768066406,3.678406239,4.439824104,0,0,0,0,0,97.55142212,82.59980774,0,0,0,0,0,0.016312836,0.009044477,0,0,0,0,0,0.04777151,0.020462347,0,1.326259971,3.186112881,18.00504684,19.81336021,15.72029018,20.30147934,305.2602539,653.8495483,1292.544067,2334.107666,4488.231445,12926.35352,7655.096191,1.524157882,0.654943168,0.569675386,1.767441273,2.081902027,1.233791351,1.706573486,2.946902752,2.938992023,2.898483753,2.708244085,2.59170866,2.380570412,2.283762693,295.8491516,626.2877808,1223.103516,2078.633789,3896.042725,6877.5992,12713.0236,4.572473526,4.912074089,4.882931709,7.029134274,6.98198843,6.5728,6.3929,8.5733881,12.74683189,15.94887543,30.81290054,34.61911011,34.4528,33.8924,0,51.52038193,79.84472656,344.7811279,1185.766846,5995.817383,7338.932129,0,1.309886336,1.790408254,2.072172642,1.909256458,1.519603372,1.5188483,0,1.591511965,3.361898422,11.025177,16.13540077,26.44000626,31.23842621,45,45,57.61229706,72.82216644,92.66389465,117.73806,128.1596985,3.048315763,3.2747159,2.929759026,4.65223074,4.615729332,4.297804832,4.149855137,1.769911498,2.917771973,3.427818045,7.125226408,8.227007091,8.98398608,8.992822647,302.1997681,653.6287842,1307.199585,2486.795898,4884.193359,8189.1875,17423.45313,1.524157882,0.327471584,0.162764385,0.30473125,0.457002878,0.740351737,0.728548169,96.46017551,95.49071789,93.2102859,81.84959888,75.47192574,64.53652382,59.68878865,0,0,0,0,0,0,0,7.4207,7.6222,7.8212,7.9693,7.921,8.2961,8.5636,1746.8053,1675.3077,1573.5392,1461.1698,1455.3234,1355.0365,1429.575,0,0,0,0,0,0,0.100664362,0,0,0,0.03472108,0.024391226,0.020366516,0.020918053,0,0,0,0,0.009981887,0.033485126,0.02033281,11039.73242,28632.31641,99248.55469,248829.3125,424986.2813,685746.75,1128382.875,0,0,1.830281854,3.879401684,5.863864899,6.023019791,3.023633003,65.1947,136.6923,238.4608,350.8302,356.6766,456.9635,382.425
4,142345.1435,3007731.089,66,0,0,142.3256226,443.0865173,513.6653442,476.8290405,2456.635986,0,0,0.406910986,0.487570018,0.507780969,0.40405637,0.218003064,0,0,2.504944086,7.882178783,7.345864296,5.21827507,9.105239868,0,0,0,0,0,74.80606079,485.6815796,0,0,0,0,0,0.015058002,0.041479841,0,0,0,0,0,0.032525282,0.23695904,305.2602539,657.2562256,1305.765991,2569.561768,5185.382813,9570.540039,14745.12598,1.524157882,0.327471584,0.081382193,0.142207921,0.096478388,0.077799678,0.105103053,100,100,97.49505615,92.11782074,89.46653748,72.08415985,51.18870926,0,0,0,0,375.3540039,320.9391479,184.9209595,0,0,0,0,0.01015562,0.008783834,0.014658289,0,0,0,0,0.242668524,0.074198306,0.05456626,0,0,0,0,701.505249,4386.543945,12701.22754,0,0,0,0,0.091400579,0.163128346,0.138162166,0,0,0,0,2.130547523,17.20079231,30.94285965,0,0,0,0,273.6809387,2309.355713,1975.351563,0,0,0,0,0.162489921,0.34256953,0.413239002,0,0,0,0,0.584049702,5.063779831,8.083385468,0,0,0,0,63.63961029,57.33142853,143.2816315,0,0,0,0,0.00507781,0.017567668,0.016217683,0,0,0,0,0.008226052,0.025410378,0.048250724,0,0,4.028418541,9.855009079,12.97431183,14.10245895,13.19871521,305.2602539,657.2562256,1276.622437,2401.949219,4694.555176,11863.85645,7795.782715,1.524157882,0.327471584,0.488293171,0.629777908,0.985095084,1.028575301,1.151937127,2.991150379,2.933686972,2.777191877,2.718940258,2.628094196,2.534224033,2.29975009,305.2602539,620.791687,1114.480957,2198.364746,4033.418945,7717.3153,12784.585,1.524157882,4.584602356,6.185046673,5.769578457,6.758564949,6.3068,7.0453,0.685871065,12.96787548,23.16340637,24.54610252,32.45291901,32.5484,38.8466,0,52.5,184.5036926,404.6941833,711.5909424,2426.427246,5678.288086,0,1.309886336,1.953172684,1.970595479,2.076824188,1.682731628,1.666990519,0,1.591511965,8.701384544,11.3049202,14.51898193,19.38405228,30.41184807,0,59.27228928,57.62207794,80.4839325,93.90275574,99.68531036,111.0211487,0,2.947244406,3.906345367,3.575513363,4.260282516,4.084483147,4.563094139,0.884955749,3.448275849,4.878048599,5.496133119,7.816462219,7.605778426,9.030968666,305.2602539,650.7064819,1267.771973,2581.99292,5045.813477,9918.064453,18243.39648,1.524157882,0.327471584,0.325528771,0.223469585,0.421458215,0.539578378,0.815250397,99.11504388,94.96021271,86.42056584,83.19894671,77.49648094,72.90831208,60.46969891,0,0,0,0,0,0,0,7.4528,7.7707,7.9042,8.0552,7.9196,7.8649,8.0778,2198.5752,2130.2388,2015.3203,1907.3077,2068.4951,2226.3752,2176.259,0,0,0,0,0.002294224,0.125415921,0.171948507,0,0,0,0.027809775,0.025397465,0.019692995,0.018981475,0,0,0,0.004607537,0.020849265,0.013108558,0.016444584,10055.39453,30806.72461,81390.07813,139285.3125,413917.4063,766993.3125,1440142.625,0,0,0.397887349,2.705634117,4.869146347,2.913281441,1.846756816,32.4248,100.7612,215.6797,323.6923,162.5049,4.6248,54.741
5,137588.4677,3006742.494,67,129.6821594,180.8646393,252.3983917,366.4850769,487.4959106,533.9187622,2379.334717,6.096631527,2.947244406,1.546261668,1.50334084,0.878461123,0.368921041,0.208958596,23.45679092,16.18037224,15.22742271,15.79726791,11.67688084,5.222340584,10.89051628,0,0,0,0,91.33377838,84.51277924,149.1670837,0,0,0,0,0.01015562,0.007529001,0.025885915,0,0,0,0,0.045243286,0.023377547,0.098269798,307.0031128,663.1660767,1270.276001,2593.080078,5292.707031,8817.751953,15022.91016,1.524157882,0.327471584,0.325528771,0.142207921,0.08124496,0.074035175,0.106662445,76.54321289,83.81962585,84.245224,83.05084991,85.96224213,67.27041626,50.53315735,0,0,0,0,338.6865234,309.6161194,197.3331757,0,0,0,0,0.025389049,0.010038667,0.01029199,0,0,0,0,0.279685766,0.078263961,0.049766451,0,0,0,0,315.3916931,6371.008789,12062.79102,0,0,0,0,0.04062248,0.131757513,0.109469354,0,0,0,0,0.649858117,23.67027473,31.57163429,0,0,50.58890152,69.52996063,214.5166321,1678.746826,1660.582275,0,0,0.325528771,0.467254609,0.314824224,0.218341023,0.340571314,0,0,0.461437047,0.773407936,1.081725836,3.51171422,6.504500389,0,0,0,0,0,59.68027115,78.99243164,0,0,0,0,0,0.012548335,0.012163261,0,0,0,0,0,0.021344718,0.025262158,56.24142838,34.18803406,27.74115562,29.05764961,20.28978539,13.51771069,12.17044163,265.4093018,585.1279297,1108.843628,2212.317871,4612.311523,11768.55762,7527.238281,7.620789528,3.2747159,2.278701544,2.295642138,1.472564816,0.890101194,0.888422072,1.761061907,2.246684313,2.560975552,2.527398348,2.61803174,2.536867857,2.279713631,173.7749786,476.7383728,1108.365967,1973.661133,4042.406982,7680.6489,12372.9117,19.81405258,11.46150589,8.38236618,7.252604008,6.509752274,6.6192,7.2506,99.79423523,61.08163834,40.87014008,38.72067642,33.59199524,34.2331,40.2251,237.1576843,306.5584412,502.5020142,493.834137,1072.748169,2215.875977,5533.375488,3.048315763,3.2747159,2.522848129,2.153434277,1.965112448,1.808215022,1.676346898,49.38271713,31.03448296,17.86420631,20.12506104,15.86394119,19.07811165,31.16693497,118.3449554,90.22290802,71.63082886,74.01992035,79.12052155,101.4797287,117.546814,9.144947052,6.221960068,5.127078533,4.733492374,4.219659805,4.280236721,4.692212105,23.00885022,13.26259971,8.174027503,7.010038197,6.818273664,8.031002432,9.553643227,103.7517548,663.5804443,1369.278931,2565.141602,4999.197266,9946.40332,17943.99805,7.620789528,1.964829564,0.732439756,0.365677506,0.324979842,0.530794561,0.8819924,26.54867172,55.70291877,73.96176457,72.86490202,77.49245167,72.82788754,59.20728445,0,0,0,0,0,0,0,8.0427,8.0418,7.7231,7.9104,7.9747,7.8676,8.1269,1220.4602,1254.3422,1395.2268,1485.4298,1695.0125,2148.9785,2018.8933,0,0,0,0,0,0.080330126,0.15260534,0.168141589,0.132625997,0.071193144,0.063847296,0.030831153,0.015450807,0.020096703,0,0,0.011865524,0.04788547,0.022378748,0.015963489,0.0176,16750.67383,28423.5957,71038.89063,123060.2266,263765.25,703969.0625,1411640.125,20.37183189,14.64225483,9.549296379,8.037324905,7.336048126,2.80759263,1.747595906,49.5398,15.6578,-125.2268,-215.4298,-425.0125,-878.9785,-748.8933
6,158658.3795,2996795.567,61,0,0,0,0,212.4029541,439.8028564,4772.175781,0,0,0,0,0.203112394,0.473072201,0.381115526,0,0,0,0,1.6575495,4.794430256,13.78732777,0,0,0,0,105.0815964,146.1038055,379.4621277,0,0,0,0,0.030466858,0.12297368,0.080152772,0,0,0,0,0.090486571,0.470600188,0.474170715,290.9274902,670.5286255,1364.703247,2689.999023,5231.212402,10446.61621,18449.13281,1.524157882,0.654943168,0.162764385,0.040630836,0.04062248,0.065251343,0.10603869,58.02469254,74.00530243,88.33223724,97.08737946,95.97335052,90.70691681,64.13228607,0,0,0,0,52.82445908,55.03273773,281.4492188,0,0,0,0,0.01015562,0.010038667,0.021519616,0,0,0,0,0.02056513,0.016262641,0.135657787,45,52.45584488,56.75417328,56.75417328,56.75417328,640.3792725,4647.605469,1.524157882,1.309886336,0.325528771,0.081261672,0.02031124,0.027606336,0.111652501,1.234567881,1.326259971,0.461437047,0.115188412,0.028791182,0.539716423,14.35951614,162.7491913,248.7372742,419.6792603,419.6792603,246.8432617,198.1003265,1503.478638,3.048315763,1.63735795,0.406910986,0.101577088,0.360524505,0.766703248,0.616271913,25.92592621,16.4456234,7.84442997,1.958203077,1.826183558,2.804289341,6.33347559,91.5611496,96.72602081,97.55142212,97.55142212,97.55142212,97.55142212,166.9905701,4.572473526,2.947244406,1.057968497,0.264100432,0.066011526,0.016312836,0.019024588,12.34567928,7.161803722,3.09822011,0.773407936,0.193312213,0.04777151,0.067449965,72.70233154,40.2298851,15.54603386,3.880752563,6.63796711,16.60390472,14.4314003,223.9745178,545.2336426,1241.797119,2620.717285,5030.132324,13259.1582,9509.089844,13.71742153,7.531846523,2.197319269,0.548516273,0.756593645,1.442126155,1.613715887,2.168141603,2.307692289,2.525378942,2.767154932,2.838116407,2.737084866,2.362901211,221.6478271,480.9755859,1026.968994,2346.529785,4777.048828,8756.1844,13359.3384,13.71742153,12.44392014,10.33553886,6.114940643,4.422772408,5.4196,6.7469,63.44307327,57.25022125,47.0226326,26.74473953,19.17127037,26.0293,35.6163,181.9741211,278.3409424,351.086853,276.1867371,264.5914612,877.4304199,6583.877441,4.572473526,4.257130623,3.906345367,2.133118868,1.503031731,1.675202727,1.785816312,45.6790123,28.91246605,17.99604416,8.112555504,5.770575523,10.12451077,27.35967445,52.45584488,101.0151138,105.6548615,119.9634476,91.96385193,88.27158356,117.0046539,6.096631527,7.531846523,6.103664875,3.819298506,2.828340054,3.5486691,4.342284203,5.309734493,11.4058353,11.47000641,7.059404254,4.572348669,5.924987793,8.86524868,280.978241,651.7554932,1349.234985,2729.822998,5304.100098,10336.37109,18117.61328,3.048315763,0.654943168,0.325528771,0.162523344,0.091400579,0.202028185,0.61783129,55.75221181,59.6816957,70.53394914,84.82804298,89.6196425,83.89175534,63.71591687,0,0,0,0,0,0,0,7.8444,7.8123,7.8137,7.7395,7.7997,7.8508,8.2788,3289.0266,3232.0796,3090.2361,2761.5408,2131.365,1750.3568,1767.7275,0,0,0,0,0,0.014676759,0.106727786,0,0,0,0,0.008532904,0.021602985,0.018881004,0,0,0,0,0,0.007589694,0.01887347,3689.17627,10988.04199,41233.57813,104099.2188,335016.4063,476035.2188,1298528.125,0,0,0,0.039788734,0.636619747,2.898360729,3.350646734,60.9734,117.9204,259.7639,588.4592,1218.635,1599.6432,1582.2725
